,Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,plus_mins,expected_plus_mins,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP.1,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF.1,iFF,iSF,iSF.1,iSF.2,ixG,iSCF,iRB,iRS,iDS,sDist,sDist.1,Pass,iHF,iHF.1,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA.1,iTKA.1,iBLK.1,BLK%,iFOW,iFOL,iFOW.1,iFOL.1,FO_pct,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G,Is_Offense,Salary_log
543,0.925,96-10-29,Nousiainen,,FIN,FIN,76,211,2015.0,1.0,10.0,L,Rantanen,Mikko,RW,COL,75,20,18,10,8,38,-25,-7.2,22,1667,81262,1347.0,18.03,18.02,32.1,56.7,8.6,0.901,988.0,2.98,3.03,49.6,-1,-0.04,243.0,242,191.0,133.0,133,133,14.2,52.0,9.0,13.0,22.0,25.3,26.0,172.1,29,29.0,73.0,-44.0,58,32,49,33,32.0,49.0,33.0,2.8,29,21,29.0,21.0,58.0,3.5,2,1,1,2,26,18,11,3,9,10,18,10,1,5,2,0,0,1,0,0,4,3,2,0,11,0,2,3,53,19,2,14,18,7,6,67,11,19,10.0,20.0,8,10.4,11,0,0,0,0,1433.0,1183.0,1070.0,924.0,778.0,690.0,66.4,57.4,207.0,188.0,67.0,68.0,43.0,47.0,48.0,55.0,91,102,778.0,660.0,304.0,299.0,161.0,173.0,63.0,73.0,2.8,0.8,3.6,2849.34,84,7.1,116.5,33.5,0.45,1,-0.0779615414697118
544,0.925,97-01-29,Karlstad,,SWE,SWE,74,197,2015.0,1.0,20.0,L,Eriksson Ek,Joel,C/RW/LW,MIN,15,3,4,2,2,7,1,-1.4,4,244,9551,159.2,10.62,10.61,20.0,100.0,10.9,0.941,1050.0,2.64,2.26,53.8,1,0.38,25.0,25,22.0,15.0,15,15,1.2,3.0,1.0,1.0,2.0,31.2,27.8,33.7,23,23.0,15.0,8.0,7,3,3,8,3.0,3.0,8.0,4.7,45,64,45.0,64.0,41.3,68.6,8,19,18,24,19,21,17,26,17,20,25,28,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,1,6,3,0,1,4,0,1,6,2,1,2.0,1.0,-1,0.0,2,0,0,0,0,119.0,169.0,94.0,132.0,64.0,101.0,4.0,6.3,10.0,17.0,7.0,6.0,1.0,3.0,7.0,4.0,8,7,72.0,87.0,69.0,77.0,11.0,15.0,8.0,8.0,0.7,0.2,0.8,636.05,35,13.0,108.6,3.8,0.25,1,-0.0779615414697118
545,0.874125,91-12-31,Toronto,ON,CAN,CAN,72,180,,,,L,Tanev,Brandon,LW/C/RW,WPG,51,2,2,0,2,4,-6,-4.2,26,877,32672,534.7,10.68,10.61,19.9,50.0,5.1,0.916,966.0,0.9,2.69,25.0,-16,-1.8,79.0,82,65.0,51.0,54,54,3.9,13.0,4.0,7.0,11.0,31.2,29.9,0.0,128,127.0,67.0,60.0,14,9,19,31,9.0,19.0,31.0,5.5,1,0,1.0,0.0,100.0,0.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,14,5,3,0,6,1,2,37,6,14,5.0,12.0,8,5.9,3,2,0,0,1,310.0,567.0,219.0,404.0,158.0,285.0,13.0,27.9,42.0,101.0,8.0,24.0,15.0,21.0,27.0,25.0,42,46,233.0,288.0,312.0,224.0,81.0,63.0,29.0,36.0,-0.9,0.2,-0.6,2158.47,187,49.0,98.4,2.9,0.06,1,-0.1345318929581061
546,5.0,84-03-20,Vantaa,,FIN,FIN,72,196,2002.0,3.0,95.0,L,Filppula,Valtteri,C/LW,PHI/T.B,79,12,30,21,9,42,-1,-4.1,26,1773,82505,1374.5,17.4,17.4,29.8,65.6,9.4,0.904,998.0,2.79,2.97,48.5,-4,-0.17,147.0,147,128.0,97.0,97,97,9.9,33.0,9.0,8.0,17.0,27.3,24.4,400.9,26,26.0,83.0,-57.0,31,39,30,39,39.0,30.0,39.0,3.1,556,606,556.0,606.0,47.8,82.9,201,245,194,221,161,140,172,187,187,188,322,368,0,2,1,2,0,0,2,0,0,0,3,0,7,0,2,6,23,13,1,5,10,11,1,56,13,11,13.0,10.0,-2,0.7,13,0,0,0,0,1213.0,1265.0,929.0,958.0,679.0,709.0,58.9,62.1,181.0,212.0,64.0,68.0,47.0,44.0,51.0,70.0,98,114,676.0,726.0,393.0,485.0,217.0,121.0,84.0,84.0,2.1,1.6,3.7,3231.48,91,4.3,108.2,32.9,0.42,1,1.6094379124341003
547,1.5,86-01-17,Gothenburg,,SWE,SWE,75,209,2006.0,6.0,161.0,L,Stalberg,Viktor,LW/RW,CAR/OTT,75,11,5,5,0,16,-9,-1.1,41,1366,54903,913.6,12.2,12.19,21.7,69.6,6.0,0.915,975.0,1.51,2.5,37.7,-15,-0.99,181.0,181,142.0,101.0,101,101,9.8,38.0,9.0,11.0,20.0,31.0,28.6,127.8,141,141.0,112.0,29.0,41,27,37,28,27.0,37.0,28.0,3.3,0,3,0.0,3.0,0.0,0.4,0,1,0,1,0,1,0,1,0,1,0,2,0,1,2,0,0,0,1,0,0,4,1,0,5,0,1,2,38,6,0,4,30,7,2,52,19,15,18.0,13.0,-4,-2.8,18,1,0,0,0,753.0,851.0,546.0,635.0,382.0,445.0,32.5,38.4,106.0,128.0,23.0,38.0,26.0,27.0,45.0,37.0,71,64,371.0,386.0,391.0,398.0,125.0,145.0,51.0,48.0,0.4,0.8,1.2,3289.88,211,9.9,105.3,18.4,0.25,1,0.4054651081081644
548,2.725,87-07-02,Trebic,,CZE,CZE,70,197,2005.0,4.0,106.0,L,Sobotka,Vladimir,LW/C,STL,1,1,0,0,0,1,0,-0.3,0,22,1001,16.7,16.68,16.68,28.8,100.0,9.1,0.875,966.0,3.6,3.6,50.0,0,0.0,4.0,4,3.0,2.0,2,2,0.6,2.0,1.0,0.0,1.0,14.5,16.8,0.0,0,0.0,1.0,-1.0,1,0,1,0,0.0,1.0,0.0,0.0,6,6,6.0,6.0,50.0,50.0,1,0,0,0,5,6,2,1,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0.0,0.0,0,0.1,0,0,0,0,0,21.0,12.0,13.0,11.0,11.0,8.0,0.9,0.7,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2,1,14.0,10.0,0.0,2.0,1.0,2.0,0.0,0.0,0.2,0.0,0.2,41.21,0,0.0,118.7,1.1,1.05,1,1.0024684281152074
549,0.67,94-04-16,Toronto,ON,CAN,CAN,70,190,2012.0,4.0,104.0,L,Smith,Gemel,C,DAL,17,3,3,1,2,6,-1,-1.2,21,342,13857,230.9,13.58,13.58,23.7,85.7,7.2,0.927,999.0,1.82,2.34,43.8,-2,-0.52,32.0,32,27.0,19.0,19,19,2.4,9.0,3.0,2.0,5.0,31.6,28.3,46.0,6,6.0,21.0,-15.0,8,6,4,6,6.0,4.0,6.0,2.4,25,34,25.0,34.0,42.4,31.4,8,8,10,18,7,8,4,13,14,16,14,16,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,6,4,0,0,3,4,0,8,5,4,3.0,3.0,-1,0.0,3,1,0,0,1,202.0,249.0,153.0,171.0,97.0,123.0,11.4,11.7,36.0,39.0,7.0,9.0,13.0,15.0,8.0,10.0,21,25,86.0,102.0,78.0,82.0,31.0,15.0,18.0,21.0,0.4,0.2,0.5,742.39,34,3.3,117.2,4.1,0.24,1,-0.40047756659712525
550,0.875,91-07-16,St. Cloud,MN,USA,USA,73,194,,,,L,Schmidt,Nate,D,WSH,60,3,14,6,8,17,22,10.1,16,1188,55723,927.1,15.48,15.47,28.9,35.4,10.7,0.936,1043.0,3.11,1.75,64.0,21,1.36,139.0,139,92.0,60.0,60,60,3.5,7.0,2.0,3.0,5.0,42.7,42.3,64.2,51,51.0,70.0,-19.0,32,44,36,37,44.0,36.0,37.0,4.7,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,5,26,2,0,21,8,2,1,26,8,4,8.0,2.0,-4,-2.6,8,0,0,0,0,864.0,786.0,626.0,601.0,450.0,425.0,40.8,36.2,140.0,109.0,48.0,27.0,23.0,27.0,42.0,60.0,65,87,385.0,392.0,358.0,405.0,150.0,125.0,58.0,43.0,1.0,3.5,4.5,2276.84,104,10.9,106.8,24.9,0.41,0,-0.13353139262452263
551,3.25,79-01-18,Rochester,NY,USA,USA,67,178,1998.0,3.0,82.0,R,Gionta,Brian,RW,BUF,82,15,20,14,6,35,-11,-4.2,22,1687,81698,1359.8,16.6,16.6,28.3,76.1,7.5,0.923,998.0,2.03,2.69,43.0,-15,-0.66,243.0,243,204.0,149.0,149,149,14.7,46.0,11.0,14.0,25.0,33.1,29.1,348.7,54,54.0,77.0,-23.0,55,26,28,30,26.0,28.0,30.0,2.1,46,60,46.0,60.0,43.4,8.5,9,16,8,12,29,32,17,14,18,28,28,34,0,1,3,0,0,0,2,2,0,1,3,0,7,3,0,7,45,8,4,22,16,12,0,87,11,7,11.0,4.0,-4,-3.6,11,0,0,0,0,1114.0,1425.0,849.0,1098.0,616.0,794.0,53.9,67.6,180.0,211.0,46.0,61.0,38.0,51.0,67.0,55.0,105,106,589.0,661.0,517.0,432.0,169.0,127.0,90.0,63.0,1.8,1.3,3.0,3448.93,106,7.5,112.0,24.3,0.3,1,1.1786549963416462
552,0.925,96-01-22,Toronto,ON,CAN,CAN,72,173,2014.0,1.0,28.0,R,Ho-Sang,Joshua,RW/C,NYI,21,4,6,5,1,10,1,-0.4,12,395,20735,343.6,16.45,16.42,29.2,55.6,9.9,0.929,1029.0,3.14,1.92,62.1,7,1.22,44.0,44,32.0,22.0,22,22,2.0,7.0,1.0,2.0,3.0,28.9,31.0,89.7,4,4.0,41.0,-37.0,10,20,9,2,20.0,9.0,2.0,0.7,0,2,0.0,2.0,0.0,0.8,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,10,1,1,1,1,1,0,17,5,6,6.0,5.0,1,0.6,5,0,0,0,0,368.0,279.0,259.0,215.0,181.0,156.0,17.7,14.8,68.0,58.0,18.0,11.0,14.0,10.0,9.0,16.0,23,26,107.0,153.0,116.0,163.0,54.0,32.0,17.0,24.0,0.6,0.4,1.0,833.21,18,2.6,113.0,10.1,0.48,1,-0.0779615414697118
553,2.0,92-01-16,Newport Beach,CA,USA,USA,71,187,2010.0,2.0,59.0,L,Zucker,Jason,LW/RW,MIN,79,22,25,16,9,47,34,17.0,30,1600,72455,1205.4,15.28,15.28,27.2,68.1,11.4,0.931,1046.0,3.43,1.94,63.9,30,1.49,292.0,292,245.0,172.0,172,172,16.4,51.0,15.0,11.0,26.0,27.1,24.8,231.3,73,73.0,90.0,-17.0,73,23,44,42,23.0,44.0,42.0,3.7,1,4,1.0,4.0,20.0,0.5,0,0,0,3,1,1,0,3,1,0,0,2,0,3,3,1,0,0,7,0,0,3,4,1,7,0,4,6,63,27,2,9,20,9,6,99,15,34,15.0,26.0,19,9.2,15,0,0,0,0,1077.0,1122.0,836.0,832.0,604.0,569.0,52.2,43.6,160.0,118.0,69.0,39.0,48.0,30.0,49.0,33.0,97,63,580.0,527.0,292.0,383.0,125.0,140.0,49.0,69.0,4.3,2.5,6.7,3227.0,145,7.8,109.5,54.7,0.69,1,0.6931471805599453
554,0.625,86-03-30,Guelph,ON,CAN,CAN,71,205,,,,L,Haley,Micheal,C,S.J,58,2,10,7,3,12,6,2.6,128,809,31939,525.6,9.07,9.1,17.9,54.5,9.2,0.932,1024.0,2.51,1.83,57.9,6,0.68,85.0,86,63.0,37.0,37,38,4.9,18.0,4.0,5.0,9.0,26.2,28.4,151.8,129,129.0,48.0,81.0,26,19,18,23,19.0,18.0,22.0,4.5,66,83,66.0,83.0,44.3,32.8,20,16,24,37,22,30,23,22,18,33,42,55,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,25,3,2,4,5,3,0,21,32,14,31.0,15.0,-18,-16.0,14,16,1,1,0,457.0,489.0,332.0,330.0,240.0,235.0,18.5,20.2,65.0,73.0,22.0,16.0,13.0,22.0,21.0,29.0,34,51,201.0,253.0,307.0,260.0,101.0,67.0,58.0,43.0,0.0,0.9,1.0,2413.87,296,10.5,108.0,8.8,0.15,1,-0.4700036292457356
555,0.925,95-12-03,Jyv_skyl_,,FIN,FIN,71,195,2014.0,1.0,14.0,R,Honka,Julius,D,DAL,16,1,4,4,0,5,-4,-1.1,4,346,16194,267.7,16.87,16.82,29.9,41.7,7.6,0.873,949.0,2.69,3.14,46.2,-2,-0.45,61.0,61,44.0,34.0,34,34,1.3,1.0,1.0,0.0,1.0,52.8,51.8,75.9,9,9.0,19.0,-10.0,10,9,6,15,9.0,6.0,15.0,7.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,7,3,0,0,24,2,2,2.0,2.0,0,1.5,2,0,0,0,0,290.0,207.0,224.0,145.0,158.0,110.0,13.0,10.9,42.0,40.0,12.0,14.0,11.0,13.0,5.0,6.0,16,19,131.0,126.0,79.0,89.0,48.0,31.0,10.0,13.0,0.3,0.2,0.5,628.33,28,7.5,111.4,8.9,0.55,0,-0.0779615414697118
556,3.5,87-11-18,Welland,ON,CAN,CAN,71,218,2006.0,3.0,72.0,R,Clutterbuck,Cal,RW,NYI,66,5,15,10,5,20,2,3.8,28,1395,55429,921.8,14.0,13.99,24.7,58.8,8.5,0.922,1008.0,2.21,2.54,46.6,-5,-0.33,199.0,199,151.0,115.0,115,115,11.2,41.0,4.0,12.0,16.0,28.4,25.7,220.3,222,222.0,94.0,128.0,36,16,30,25,16.0,30.0,25.0,2.5,3,5,3.0,5.0,37.5,0.8,1,2,0,1,2,2,1,3,1,2,2,3,0,2,1,0,0,0,0,0,0,1,1,0,3,0,2,9,25,17,2,14,12,7,1,62,14,15,12.0,10.0,1,-3.9,14,0,0,0,0,722.0,996.0,531.0,735.0,398.0,503.0,32.3,48.0,113.0,174.0,34.0,39.0,16.0,25.0,38.0,36.0,54,61,484.0,504.0,590.0,343.0,104.0,111.0,50.0,42.0,0.2,0.9,1.2,2812.88,275,18.0,111.8,21.0,0.32,1,1.252762968495368
557,0.925,94-05-25,Edmonton,AB,CAN,CAN,73,195,2012.0,6.0,175.0,R,Benning,Matthew,D,EDM,62,3,12,6,6,15,8,3.8,29,1399,61791,1027.4,16.62,16.6,29.8,30.6,9.6,0.925,1021.0,2.86,2.1,57.6,13,0.76,152.0,152,98.0,69.0,69,69,3.6,6.0,6.0,11.0,17.0,44.0,41.9,99.2,111,111.0,95.0,16.0,29,49,7,64,49.0,7.0,64.0,7.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,3,25,2,0,12,20,0,1,34,13,14,13.0,10.0,1,1.0,12,1,0,0,0,942.0,887.0,716.0,656.0,510.0,479.0,45.56,42.72,161.0,142.0,49.0,36.0,30.0,31.0,52.0,63.0,82,94,438.0,523.0,481.0,391.0,208.0,132.0,54.0,66.0,0.7,2.7,3.5,2421.77,205,9.8,106.8,23.0,0.37,0,-0.0779615414697118
558,1.65,87-05-15,St. Albert,AB,CAN,CAN,76,214,,,,L,Holden,Nick,D,NYR,80,11,23,9,14,34,13,-6.9,35,2232,98941,1644.5,20.62,20.6,35.0,43.0,10.8,0.914,1022.0,2.88,2.7,51.6,5,0.18,225.0,225,145.0,84.0,84,84,6.5,12.0,7.0,6.0,13.0,45.3,38.9,135.8,164,164.0,141.0,23.0,61,61,23,88,61.0,23.0,88.0,5.5,0,1,0.0,1.0,0.0,0.1,0,1,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,4,1,0,1,5,0,2,5,54,2,0,29,16,0,1,36,16,9,16.0,8.0,-7,0.7,15,1,0,0,0,1347.0,1594.0,1020.0,1206.0,734.0,864.0,65.9,79.8,231.0,271.0,79.0,74.0,39.0,57.0,63.0,84.0,102,141,785.0,799.0,605.0,580.0,300.0,218.0,78.0,77.0,2.9,3.9,6.8,3059.47,288,12.5,107.3,26.4,0.33,0,0.5007752879124892
559,0.64,93-04-08,SkellefteÃ«,,SWE,SWE,69,180,2014.0,4.0,112.0,R,Arvidsson,Viktor,LW/RW,NSH,80,31,30,14,16,61,16,2.7,28,1906,82343,1366.7,17.15,17.13,29.1,71.8,10.3,0.905,1008.0,3.73,2.81,57.0,21,0.92,411.0,411,340.0,245.0,246,246,22.9,72.0,14.0,30.0,44.0,29.4,28.3,249.9,23,23.0,156.0,-133.0,95,26,37,45,26.0,37.0,45.0,3.8,4,12,4.0,12.0,25.0,1.2,0,0,0,2,4,10,0,3,3,5,3,10,1,7,6,2,0,0,1,1,3,2,5,0,19,0,6,10,79,24,2,48,17,12,4,139,14,27,14.0,22.0,13,7.8,14,0,0,0,0,1544.0,1189.0,1173.0,932.0,828.0,677.0,71.4,58.6,220.0,184.0,85.0,64.0,55.0,42.0,69.0,49.0,124,91,756.0,622.0,316.0,471.0,227.0,173.0,69.0,91.0,6.5,2.1,8.7,3322.92,96,4.3,120.0,77.4,0.97,1,-0.4462871026284195
560,0.925,95-05-20,Arvika,,SWE,SWE,75,214,2013.0,2.0,34.0,L,De la Rose,Jacob,LW,MTL,9,0,0,0,0,0,-3,-2.0,4,156,5890,98.1,10.9,10.9,20.1,0.0,4.2,0.909,951.0,0.61,3.06,16.7,-4,-2.45,9.0,9,8.0,4.0,4,4,0.5,0.0,0.0,0.0,0.0,37.8,12.7,0.0,23,23.0,9.0,14.0,4,0,4,5,0.0,4.0,5.0,4.9,17,17,17.0,17.0,50.0,33.0,7,10,7,6,3,1,2,3,5,5,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,2,2,0,2.0,0.0,-2,-2.0,2,0,0,0,0,60.0,103.0,43.0,72.0,24.0,55.0,2.7,5.4,4.0,15.0,1.0,5.0,1.0,5.0,2.0,10.0,3,15,52.0,51.0,39.0,44.0,17.0,14.0,6.0,3.0,-0.3,0.0,-0.3,390.07,32,13.5,99.7,-1.0,-0.11,1,-0.0779615414697118
561,1.9,92-11-22,Zhukovskiy,,RUS,RUS,71,180,2011.0,1.0,27.0,L,Namestnikov,Vladislav,C/LW,T.B,74,10,18,9,9,28,-4,4.0,31,1398,65645,1093.1,14.78,14.78,26.7,50.0,9.4,0.905,999.0,3.07,2.42,56.0,12,0.66,197.0,197,157.0,115.0,114,115,15.1,57.0,20.0,11.0,31.0,25.4,23.9,181.8,72,72.0,100.0,-28.0,42,26,14,31,26.0,14.0,31.0,3.7,209,271,209.0,271.0,43.5,46.8,59,49,59,97,91,125,53,85,52,55,155,198,0,2,0,1,0,0,0,1,1,0,2,0,5,0,2,7,33,11,3,8,11,18,1,62,14,13,15.0,13.0,-1,-1.1,13,1,0,0,0,1133.0,835.0,838.0,642.0,598.0,463.0,56.2,35.8,179.0,109.0,56.0,44.0,63.0,26.0,46.0,53.0,109,79,485.0,540.0,395.0,419.0,164.0,104.0,81.0,77.0,1.1,1.1,2.2,2998.1,135,6.6,108.0,32.2,0.43,1,0.6418538861723947
562,0.925,96-01-22,Mississauga,ON,CAN,CAN,70,195,2014.0,1.0,21.0,L,Fabbri,Robby,C/LW,STL,51,11,18,12,6,29,-16,-5.3,27,1101,47764,794.5,15.62,15.6,28.5,67.4,10.7,0.883,990.0,3.25,2.95,52.4,4,0.3,160.0,160,126.0,91.0,91,91,8.9,32.0,3.0,9.0,12.0,27.8,24.2,256.3,64,64.0,58.0,6.0,35,8,20,14,8.0,20.0,14.0,2.3,13,11,13.0,11.0,54.2,3.3,0,0,2,3,11,8,3,1,6,5,11,8,0,4,0,1,0,0,0,0,0,4,0,0,7,0,2,4,29,4,0,1,14,2,0,70,12,15,15.0,12.0,3,-2.5,11,1,0,0,0,785.0,602.0,584.0,459.0,401.0,334.0,35.2,28.9,111.0,85.0,43.0,39.0,19.0,21.0,29.0,21.0,48,42,378.0,341.0,270.0,283.0,58.0,79.0,62.0,46.0,2.2,0.3,2.5,1996.98,106,7.6,104.7,28.2,0.55,1,-0.0779615414697118
563,4.0,91-03-28,Frydek-Mistek,,CZE,CZE,72,188,2011.0,7.0,208.0,L,Palat,Ondrej,LW,T.B,75,17,35,17,18,52,8,-0.4,39,1807,86028,1427.2,19.12,19.09,32.2,62.7,10.6,0.915,1020.0,3.49,2.48,58.5,24,1.01,276.0,277,216.0,162.0,162,162,17.7,66.0,20.0,12.0,32.0,27.9,26.2,247.6,141,141.0,127.0,14.0,54,46,60,66,46.0,60.0,66.0,5.4,9,25,9.0,25.0,26.5,2.3,0,3,5,6,4,16,5,7,2,7,4,16,0,1,3,0,0,0,0,0,0,1,3,0,13,1,1,12,40,11,0,17,22,18,1,93,18,31,18.0,24.0,13,7.3,17,1,0,0,0,1445.0,1220.0,1100.0,945.0,785.0,691.0,70.9,57.6,241.0,181.0,83.0,59.0,56.0,38.0,52.0,82.0,108,120,682.0,771.0,422.0,481.0,248.0,166.0,67.0,83.0,3.6,2.0,5.6,2999.13,247,11.8,112.0,56.9,0.76,1,1.3862943611198906
564,6.5,85-03-21,Rochester,NY,USA,USA,70,187,2004.0,4.0,127.0,R,Callahan,Ryan,RW,T.B,18,2,2,1,1,4,-4,-4.5,23,351,15274,254.7,14.15,14.15,26.2,57.1,6.3,0.916,978.0,1.65,3.3,33.3,-7,-1.65,42.0,42,33.0,22.0,22,22,2.0,8.0,0.0,5.0,5.0,34.2,31.2,35.7,48,48.0,27.0,21.0,11,10,7,13,10.0,7.0,13.0,4.4,5,4,5.0,4.0,55.6,3.1,1,2,0,0,4,2,2,1,3,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,8,2,0,4,3,2,0,11,6,6,5.0,5.0,0,-1.0,4,1,0,1,0,194.0,296.0,150.0,220.0,112.0,166.0,7.7,15.1,25.0,52.0,7.0,14.0,5.0,18.0,12.0,15.0,17,33,140.0,153.0,115.0,108.0,37.0,21.0,16.0,17.0,-0.1,0.1,0.1,716.02,85,13.8,115.4,2.2,0.12,1,1.8718021769015913
565,0.7,91-04-12,Norrkoping,,SWE,SWE,75,203,2009.0,1.0,10.0,L,Paajarvi,Magnus,LW,STL,32,8,5,3,2,13,9,2.2,6,582,23339,389.2,12.17,12.16,22.7,68.4,10.4,0.951,1054.0,2.93,1.39,67.9,10,1.54,81.0,81,63.0,51.0,51,51,5.1,24.0,3.0,7.0,10.0,24.7,24.4,54.5,29,29.0,39.0,-10.0,12,0,11,16,0.0,11.0,16.0,4.6,1,2,1.0,2.0,33.3,0.9,0,0,0,1,1,1,0,0,1,2,1,2,0,2,3,0,0,0,0,0,0,1,1,0,6,0,1,1,10,7,2,0,3,5,1,33,3,5,3.0,5.0,2,3.0,3,0,0,0,0,345.0,349.0,255.0,266.0,183.0,182.0,14.7,14.5,54.0,49.0,19.0,9.0,9.0,11.0,23.0,9.0,32,20,159.0,181.0,121.0,172.0,25.0,41.0,19.0,14.0,1.2,0.8,2.1,1327.15,51,13.3,107.0,16.1,0.5,1,-0.35667494393873245
566,0.925,97-03-11,London,ON,CAN,CAN,70,175,2015.0,1.0,24.0,R,Konecny,Travis,C/LW,PHI,70,11,17,10,7,28,-2,0.0,49,1330,59180,986.9,14.08,14.09,26.1,66.7,7.8,0.917,995.0,2.55,2.43,51.2,2,0.12,235.0,235,184.0,134.0,133,133,14.6,44.0,20.0,14.0,34.0,28.5,25.5,243.2,92,92.0,126.0,-34.0,50,28,26,26,28.0,26.0,26.0,2.9,0,5,0.0,5.0,0.0,0.6,0,0,0,1,0,4,0,1,0,2,0,4,0,1,0,0,0,0,2,0,0,3,3,0,3,1,2,10,37,16,1,7,41,7,0,61,19,29,15.0,21.0,10,4.6,17,1,0,1,0,1003.0,885.0,749.0,635.0,538.0,481.0,46.1,39.6,141.0,141.0,42.0,40.0,47.0,32.0,47.0,59.0,94,91,438.0,433.0,384.0,457.0,175.0,95.0,78.0,81.0,1.6,1.2,2.7,2797.57,168,6.9,114.8,32.3,0.46,1,-0.0779615414697118
567,0.925,93-05-26,Boston,MA,USA,USA,75,207,2012.0,3.0,66.0,L,Vesey,Jimmy,LW,NYR,80,16,11,7,4,27,-13,-8.1,26,1508,65442,1087.5,13.63,13.62,25.3,60.0,9.1,0.919,1010.0,2.48,2.37,51.1,2,0.11,214.0,214,165.0,116.0,116,116,16.9,74.0,13.0,11.0,24.0,21.9,21.6,148.7,64,64.0,71.0,-7.0,49,34,44,37,34.0,44.0,37.0,3.8,2,5,2.0,5.0,28.6,0.7,1,0,1,3,0,2,1,0,0,1,1,4,0,0,6,0,0,0,3,0,0,3,2,0,8,0,2,2,45,18,0,2,22,9,0,65,10,16,10.0,15.0,6,3.6,8,2,0,0,0,948.0,975.0,704.0,712.0,493.0,528.0,51.0,46.7,188.0,156.0,45.0,43.0,35.0,37.0,45.0,52.0,80,89,467.0,493.0,379.0,405.0,198.0,147.0,60.0,56.0,1.7,0.4,2.2,3210.58,129,13.5,106.1,19.7,0.25,1,-0.0779615414697118
568,1.025,89-12-07,Esbjerg,,DNK,DNK,73,185,2008.0,5.0,149.0,R,Larsen,Philip,D,VAN,26,1,5,4,1,6,-8,-5.7,4,546,25675,426.6,16.47,16.44,29.6,46.2,6.0,0.926,986.0,1.83,2.25,44.8,-3,-0.42,87.0,87,49.0,32.0,32,32,1.9,4.0,0.0,1.0,1.0,50.1,48.8,103.5,12,12.0,26.0,-14.0,17,14,4,22,14.0,4.0,22.0,6.1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,14,0,1,15,0,1,0,15,2,0,2.0,0.0,-2,0.5,2,0,0,0,0,417.0,363.0,300.0,281.0,217.0,216.0,18.6,18.3,67.0,65.0,13.0,16.0,10.0,13.0,13.0,16.0,23,29,230.0,215.0,122.0,149.0,55.0,27.0,19.0,25.0,0.3,0.5,0.7,1016.4,38,8.0,109.7,5.3,0.2,0,0.024692612590371414
